label,email_text,email_text_clean
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,lot happened feels quiet beth aunts charlie working lots helen mo
ham,I was gonna ask you lol but i think its at 7,gonna ask lol think 7
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",fuck babe miss already know cant let send money towards net need want crave
ham,I can make lasagna for you... vodka...,make lasagna vodka
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,printed oh ltgt come upstairs
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",u win å100 music gift vouchers every week starting txt word draw 87066 tscs wwwidewcom skillgame 1winaweek age16 150ppermesssubscription
spam,"Dear Customer,

We have detected unusual activity on your Netflix account related to unrecognized device sign-in. 
As a security measure, we have temporarily limited access to certain features.

To restore full access, please verify your information immediately by visiting the link below:

https://secure-ms-login.com/verify-security-check

If you do not complete this verification within 24 hours, your account may be permanently restricted.

Thank you,
Netflix Security Team",dear customerwe have detected unusual activity on your netflix account related to unrecognized device signin as a security measure we have temporarily limited access to certain featuresto restore full access please verify your information immediately by visiting the link below you do not complete this verification within hours your account may be permanently restrictedthank younetflix security team
ham,Going for dinner.msg you after.,going dinnermsg
ham,"Just sent you an email ÛÒ to an address with incomm in it, is that right?",sent email ûò address incomm right
ham,:) ,
ham,i cant talk to you now.i will call when i can.dont keep calling.,cant talk nowi call candont keep calling
ham,yes baby! I need to stretch open your pussy!,yes baby need stretch open pussy
ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march Û_ ish!,yes meet town cos go gep home could text bus stop dont worry well finished march û_ ish
ham,I'm in town now so i'll jus take mrt down later.,im town ill jus take mrt later
ham,You'll never believe this but i have actually got off at taunton. Wow,youll never believe actually got taunton wow
ham,Yeah jay's sort of a fucking retard,yeah jays sort fucking retard
ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",hmmm guess go 4 kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao
ham,I can't make it tonight,cant make tonight
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",aiyo lesson early im still sleepin haha okie u go home liao den confirm w lor
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,hi 07734396839 ibh customer loyalty offer new nokia6600 mobile å10 txtauctiontxt wordstart no81151 get now4t
ham,"2 celebrate my båÕday, y else?",2 celebrate båõday else
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,ok problem yup im going sch 4 rem correctly
ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,yeah get random dude need change info sheets party ltgt 7 never study safe
spam,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,guaranteed å200 award even å1000 cashto claim ur award call free 08000407165 18 2 stop getstop 88222 php rg21 4jx
spam,"Hello,

Your FedEx account has been flagged due to recent suspicious login attempts. 
For your protection, some services have been disabled.

Please confirm your identity by logging in through the secure portal:

https://bank-alert-center.com/secure-login

Failure to respond may result in permanent suspension of your account.

Regards,
FedEx Support",helloyour fedex account has been flagged due to recent suspicious login attempts for your protection some services have been disabledplease confirm your identity by logging in through the secure portal to respond may result in permanent suspension of your accountregardsfedex support
spam,"Notice: Payment Failure

We were unable to process your recent payment for your Facebook subscription because your billing information appears to be outdated.

To avoid interruption of service, update your payment details as soon as possible:

https://fb-security-review.com/update-billing

If you do not update your details within the next 12 hours, your account will be closed.

Best,
Facebook Billing Department",notice payment failurewe were unable to process your recent payment for your facebook subion because your billing information appears to be outdatedto avoid interruption of service update your payment details as soon as possible you do not update your details within the next hours your account will be closedbestfacebook billing department
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,heard u4 call night knickers make beg like u last time 01223585236 xx luv nikiyu4net
spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",double mins 1000 txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 call2optouthf8
spam,"Refund Confirmation Required

You are eligible for a refund from Binance, but we could not verify your bank information.

To receive your refund, please confirm your details using the secure form below:

https://insta-help-center.com/confirm-refund

If you do not confirm within 6 hours, the refund will be cancelled.

Sincerely,
Binance Refunds Team",refund confirmation requiredyou are eligible for a refund from binance but we could not verify your bank informationto receive your refund please confirm your details using the secure form below you do not confirm within hours the refund will be cancelledsincerelybinance refunds team
